Ciclo,RMP,DESC_FIN,DESC_PROPOSITO,DESC_PP,DESC_AI
2009,21E007,Contribuir a la productividad y competitividad de los destinos turísticos a través de la conservación y mantenimiento de los CIP S (Centros Integralmente Planeados),La calidad operativa de la conservación de la infraestructura es mantenida en los CIP S,Conservación y mantenimiento a los CIP's a cargo del FONATUR,Turismo con sello propio de calidad hospitalidad y seguridad
2009,21F001,Crecimiento económico mediante el incremento del turismo en México,La actividad económica del sector turismo es impulsada por la llegada de turistas.,Promoción de México como Destino Turístico,Turismo con sello propio de calidad hospitalidad y seguridad
2009,21F002,Contribuir a que la oferta turística sea competitiva mediante el desarrollo y mantenimiento de ésta..,La infraestructura turística de México se incrementa a través del desarrollo de proyectos turísticos sustentables y rentables,Desarrollo y mantenimiento de infraestructura para el fomento y promoción de la inversión en el sector turístico,Incremento de la oferta turística orientada a proyectos viables y sustentables
2009,21F003,La SECTUR impulsará una política turística del país que permitirá incrementar la participación del PIB turístico en el PIB nacional.,Los Estados son apoyados para su desarrollo turístico a través de la reasignación de recursos federales.,Promoción y desarrollo de programas y proyectos turísticos en las Entidades Federativas,Turismo con sello propio de calidad hospitalidad y seguridad
2009,21F004,Crecimiento económico mediante el incremento del turismo en México,Diversificar la oferta turística del país,Generación de acciones para el desarrollo de productos,"Desarrollo de destinos turísticos diversificados, sustentables y competitivos"
2009,21G001,Crecimiento economico mediante el incremento del turismo en Mexico,Marco regulatorio adecuado para brindar mayor seguridad y calidad de los servicios turisticos,"Reglamentación, verificación, facilitación, normalización e inspección de las actividades del sector turismo",Turismo con sello propio de calidad hospitalidad y seguridad
2009,21I002,,,Promoción y desarrollo de programas y proyectos turísticos de las Entidades Federativas,Turismo con sello propio de calidad hospitalidad y seguridad
2009,21I003,Contribuir al crecimiento económico,Productos de turismo rural y ecoturismo fortalecidos,Ecoturismo y Turismo Rural,Turismo con sello propio de calidad hospitalidad y seguridad
2009,21K021,,,Proyectos de infraestructura de turismo,Atención y trato a los turistasIncremento de la oferta turística orientada a proyectos viables y sustentables
2009,21K026,,,Otros proyectos,Incremento de la oferta turística orientada a proyectos viables y sustentablesTurismo con sello propio de calidad hospitalidad y seguridad
2009,21K027,,,Mantenimiento de infraestructura,Incremento de la oferta turística orientada a proyectos viables y sustentables
2009,21M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2009,21O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2009,21O099,,,Operación del Servicio Profesional de Carrera en la Administración Pública Federal Centralizada,Función pública y buen gobierno
2009,21P001,Crecimiento económico mediante el incremento del turismo en México.,El desempeño de la actividad turística mejorado,Establecer y conducir la política de turismo,Turismo con sello propio de calidad hospitalidad y seguridad
2009,21P002,Crecimiento económico mediante el incremento del turismo en México.,Los destinos turísticos y las empresas privadas y sociales de México son más competitivas.,Apoyo a la competitividad de las empresas y prestadores de servicios turísticos,Turismo con sello propio de calidad hospitalidad y seguridad
2009,22M001,,,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22O001,,,Apoyo a la función pública y al mejoramiento de la gestión,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22R001,,,"Planeación, concertación y control","Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22R002,,,Organizar procesos electorales federales,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22R003,,,Capacitar y educar para el ejercicio democrático de la ciudadanía,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22R004,,,Formar servidores públicos,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22R005,,,Actualizar el padrón electoral y expedir la credencial para votar,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,22R006,,,Administrar las prerrogativas electorales de los partidos políticos,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidosPrerrogativas garantizadas y oportunas para los partidos políticos"
2009,22R007,,,Fiscalización de los Recursos de los Partidos Políticos,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos"
2009,23N001,,,Fondo de Desastres Naturales (FONDEN),Provisiones económicas
2009,23N002,,,Fondo de Prevención de Desastres Naturales (FOPREDEN),Provisiones económicas
2009,23R001,,,Situaciones laborales supervenientes,Provisiones para el programa salarial
2009,23R002,,,Servicios fiduciarios para el Fondo de Desincorporación,Promover actividades del Gobierno Federal y de la Administración Pública Federal
2009,23R003,,,Seguridad y Logística,Promover actividades del Gobierno Federal y de la Administración Pública Federal
2009,23R004,,,Fondo de Ahorro Capitalizable (FONAC),Provisiones para el programa salarial
2009,23R005,,,Presupuesto Basado en Resultados-Sistema de Evaluación del Desempeño,Promover actividades del Gobierno Federal y de la Administración Pública Federal
2009,23R006,,,Evaluación seguridad pública,Promover actividades del Gobierno Federal y de la Administración Pública Federal
2009,23R007,,,Comisiones y pago a CECOBAN,Provisiones económicas
2009,23R008,,,Sistemas de Justicia,Promover actividades del Gobierno Federal y de la Administración Pública Federal
2009,23R010,,,Derecho para Fondo de Investigación en Materia de Energía,Prever recursos asociados a ingresos petroleros contemplados en la Ley de Ingresos de la Federación
2009,23R011,,,Derecho para la fiscalización petrolera,Prever recursos asociados a ingresos petroleros contemplados en la Ley de Ingresos de la Federación
2009,23R012,,,Acciones programa de mediano plazo (Art. 61 de la LFPRH),Promover actividades del Gobierno Federal y de la Administración Pública Federal
2009,23R028,,,Infraestructura para el Desarrollo,Promover acciones de desarrollo regional
2009,23R029,,,Fondo de Hidrocarburos,Prever recursos asociados a ingresos petroleros contemplados en la Ley de Ingresos de la Federación
2009,23R030,,,Creación de Plazas,Provisiones para el programa salarial
2009,23R031,,,Regularizaciones contables y compensadas (Ingresos Excedentes),Recursos por Ingresos Excedentes y Reasignaciones Presupuestarias
2009,23R032,,,Reasignaciones Presupuestarias entre Dependencias y Entidades,Recursos por Ingresos Excedentes y Reasignaciones Presupuestarias
2009,23R033,,,Mayores Ingresos Fiscales,Recursos por Ingresos Excedentes y Reasignaciones Presupuestarias
2009,23R034,,,Restitución del Paquete Salarial,Provisiones para el programa salarial
2009,23R035,,,Concentración de Plazas,Provisiones para el programa salarial
2009,23R036,,,Previsión de Recursos de la Concentración de Plazas,Provisiones para el programa salarial
2009,23R038,,,Programa de Separación Voluntaria y de Conclusión de la Prestación en Forma Definitiva,Recursos para Programas de Separación Voluntaria
2009,23R040,,,Conclusión de la Prestación de Servicios en Forma Definitiva de los Servidores Públicos 2007,Recursos para Programas de Separación Voluntaria
2009,23R041,,,Cancelación de plazas incorporadas al Programa de Conclusión de la Prestación de Servicios en Forma Definitiva de los Servidores Públicos 2007,Recursos para Programas de Separación Voluntaria
